name	compactsave	version	level	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	worldevent
Pandemonium Key 1	0	100	0	0			1	0	0	1	99999		pk1	key	pk1	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Pandemonium Key 2	0	100	0	0			1	0	0	1	99999		pk2	key	pk2	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Pandemonium Key 3	0	100	0	0			1	0	0	1	99999		pk3	key	pk3	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Diablo's Horn	0	100	0	0			1	0	0	1	80		dhn	fng	dhn	16	1	1	0	0	0	flpfang	invfang		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Baal's Eye	0	100	0	0			1	0	0	1	80		bey	eyz	bey	16	1	1	0	0	0	flpeye	inveye		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Mephisto's Brain	0	100	0	0			1	0	0	1	80		mbr	brz	mbr	16	1	1	0	0	0	flpbrnz	invbrnz		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Token of Absolution	0	100	0	0			999	0	0	1	1000		toa	toa	toa	16	1	1	0	0	0	flprun	invtoa		0	xxx			1	ques		item_amulet	14	item_book	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Twisted Essence of Suffering	0	100	0	0			1	0	0	1	1000		tes	fng	tes	16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Charged Essense of Hatred	0	100	0	0			1	0	0	1	1000		ceh	eyz	ceh	16	1	1	0	0	0	flpgsy	invceh		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Burning Essence of Terror	0	100	0	0			1	0	0	1	1000		bet	fng	bet	16	1	1	0	0	0	flpgsr	invbet		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Festering Essence of Destruction	0	100	0	0			1	0	0	1	1000		fed	brz	fed	16	1	1	0	0	0	flpgsg	invfed		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Standard	0	100	90	90			4	1	0	1	2000		std	flg	std	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	ques		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Gem Can	0	100	0	0			1	1	0	1	10		can	can	can	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	gemc		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Experience Booster	1	100	0	0			1	1	0	1	5		p01	p01	p01	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	item_addexperience	10					1	p01desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Attack Booster	1	100	0	0			1	1	0	1	5		p02	p02	p02	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	item_tohit_percent	15					1	p02desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Fire Water	1	100	0	0			1	1	0	1	7		p03	p03	p03	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000							1	p03desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Sparkling Water	1	100	0	0			1	1	0	1	7		p04	p04	p04	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000							1	p04desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Fire Resistance Potion	1	100	0	0			1	1	0	1	10		p05	p05	p05	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	fireresist	25					1	p05desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Strength Booster	1	100	0	0			1	1	0	1	10		p06	p06	p06	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	strength	15					1	p06desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Defense Booster	1	100	0	0			1	1	0	1	10		p07	p07	p07	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	item_armor_percent	20					1	p07desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Cold Resistance Potion	1	100	0	0			1	1	0	1	10		p08	p08	p08	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	coldresist	25					1	p08desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lightning Resistance Potion	1	100	0	0			1	1	0	1	10		p09	p09	p09	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	lightresist	25					1	p09desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lifeforce Serum	1	100	0	0			1	1	0	1	20		p10	p10	p10	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	lifedrainmindam	5					1	p10desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Manaforce Serum	1	100	0	0			1	1	0	1	20		p11	p11	p11	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	manadrainmindam	5					1	p11desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Greater Attack Booster	1	100	0	0			1	1	0	1	25		p12	p12	p12	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	item_tohit_percent	30					1	p12desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Speed Booster	1	100	0	0			1	1	0	1	25		p13	p13	p13	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	velocity	15					1	p13desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Spiny Serum	1	100	0	0			1	1	0	1	25		p14	p14	p14	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000							1	p14desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Coldsnap	1	100	0	0			1	1	0	1	25		p15	p15	p15	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000							1	p15desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Greater Fire Resistance Potion	1	100	0	0			1	1	0	1	25		p16	p16	p16	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	fireresist	35	maxfireresist	5			1	p16desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Greater Cold Resistance Potion	1	100	0	0			1	1	0	1	25		p17	p17	p17	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	coldresist	35	maxcoldresist	5			1	p17desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Greater Lightning Resistance Potion	1	100	0	0			1	1	0	1	25		p18	p18	p18	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	lightresist	35	maxlightresist	5			1	p18desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Greater Strength Booster	1	100	0	0			1	1	0	1	25		p19	p19	p19	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	strength	30					1	p19desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Greater Defense Booster	1	100	0	0			1	1	0	1	25		p20	p20	p20	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	item_armor_percent	50					1	p20desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Antifreeze Serum	1	100	0	0			1	1	0	1	30		p21	p21	p21	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight	freeze	cold	45000	item_cannotbefrozen	1					1	p21desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Frozen Heart	1	100	0	0			1	1	0	1	55		p22	p22	p22	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	item_freeze	1					1	p22desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Holy Water	1	100	0	0			1	1	0	1	55		p23	p23	p23	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	liferegen	10					1	p23desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Phase Phial	1	100	0	0			1	1	0	1	55		p24	p24	p24	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	fireresist	10	lightresist	10	coldresist	10	1	p24desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ultimate Antivenom	1	100	0	0			1	1	0	1	55		p25	p25	p25	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight	poison		45000	poisonresist	30	maxpoisonresist	5			1	p25desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Damage Booster	1	100	0	0			1	1	0	1	55		p26	p26	p26	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	item_maxdamage_percent	50					1	p26desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Energy Booster	1	100	0	0			1	1	0	1	55		p27	p27	p27	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	energy	20					1	p27desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Vitality Booster	1	100	0	0			1	1	0	1	55		p28	p28	p28	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	vitality	20					1	p28desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Health Booster	1	100	0	0			1	1	0	1	55		p29	p29	p29	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	item_maxhp_percent	5					1	p29desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Mana Booster	1	100	0	0			1	1	0	1	55		p30	p30	p30	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	item_maxmana_percent	5					1	p30desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Potion of Wealth	1	100	0	0			1	1	0	1	55		p31	p31	p31	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	item_goldbonus	50					1	p31desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lucky Potion	1	100	0	0			1	1	0	1	55		p32	p32	p32	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	item_magicbonus	25					1	p32desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Greater Speed Booster	1	100	0	0			1	1	0	1	75		p33	p33	p33	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	velocity	25					1	p33desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Greater Spiny Serum	1	100	0	0			1	1	0	1	75		p34	p34	p34	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000							1	p34desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Greater Damage Booster	1	100	0	0			1	1	0	1	75		p35	p35	p35	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	item_maxdamage_percent	75					1	p35desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Greater Lifeforce Serum	1	100	0	0			1	1	0	1	75		p36	p36	p36	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	lifedrainmindam	10					1	p36desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Greater Manaforce Serum	1	100	0	0			1	1	0	1	75		p37	p37	p37	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	manadrainmindam	10					1	p37desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Greater Mana Booster	1	100	0	0			1	1	0	1	75		p38	p38	p38	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	item_maxhp_percent	10					1	p38desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Greater Health Booster	1	100	0	0			1	1	0	1	75		p39	p39	p39	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	item_maxmana_percent	10					1	p39desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Status Symbol	1	100	0	0			1	1	0	1	100		p40	p40	p40	16	1	1	0	0	0	flppot	invpot		0	xxx			1	cpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			45000	item_allskills	1					1	p40desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Experience Booster	1	100	0	0			4	1	0	1	100		01p	01p	01p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p01recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Attack Booster	1	100	0	0			4	1	0	1	100		02p	02p	02p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p02recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Fire Water	1	100	0	0			4	1	0	1	100		03p	03p	03p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p03recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Sparkling Water	1	100	0	0			4	1	0	1	100		04p	04p	04p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p04recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Fire Resistance Potion	1	100	0	0			4	1	0	1	100		05p	05p	05p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p05recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Strength Booster	1	100	0	0			4	1	0	1	100		06p	06p	06p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p06recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Defense Booster	1	100	0	0			4	1	0	1	100		07p	07p	07p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p07recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Cold Resistance Potion	1	100	0	0			4	1	0	1	100		08p	08p	08p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p08recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Lightning Resistance Potion	1	100	0	0			4	1	0	1	100		09p	09p	09p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p09recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Lifeforce Serum	1	100	0	0			4	1	0	1	100		10p	10p	10p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p10recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Manaforce Serum	1	100	0	0			4	1	0	1	100		11p	11p	11p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p11recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Greater Attack Booster	1	100	0	0			4	1	0	1	150		12p	12p	12p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p12recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Speed Booster	1	100	0	0			4	1	0	1	100		13p	13p	13p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p13recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Spiny Serum	1	100	0	0			4	1	0	1	100		14p	14p	14p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p14recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Coldsnap	1	100	0	0			4	1	0	1	100		15p	15p	15p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p15recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Recipe: Greater Fire Resistance Potion	1	100	0	0			4	1	0	1	150		16p	16p	16p	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	prec		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	p16recipedesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
