name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	worldevent
Knout	mace		9fl	fla	9fl	0		4	1	0	xxx			4	12							2	-10	100		82	73	30		43	25	57	219048		307	fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Battle Hammer	hamm		9wh	whm	9wh	0		4	1	0	xxx			12	19								20	110		100		55		48	25	82	340564		307	whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
War Club	hamm		9m9	mau	9m9	0		4	1	0	xxx						1	21	31			1	10	110		124		60		45	25	66	263950		307	mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Martel de Fer	hamm		9gm	mau	9gm	0		3	1	0	xxx						1	24	40			2	20	110		169		60		53	25	124	556085		307	gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma	inv9gmu	inv9gmu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Gladius	swor		9ss	ssd	9ss	0		3	1	0	xxx			3	7									100		25		24		30	18	7	32980			ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Cutlass	swor		9sm	scm	9sm	0		3	1	0	xxx			3	7								-30	100		25	52	22		43	25	14	72246			scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Shamshir	swor		9sb	scm	9sb	0		3	1	0	xxx			3	8								-10	100		58	58	32		35	23	21	79430			sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Tulwar	swor		9fc	flc	9fc	0		4	1	0	xxx			5	12								20	100		70	42	32		37	25	29	107913			flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Dimensional Blade	swor		9cr	crs	9cr	0		2	1	0	xxx			4	12							1		100		85	60	20		37	25	84	268197			crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	inv9cru	inv9cru	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0	
Battle Sword	swor		9bs	bsd	9bs	0		4	1	0	xxx			5	11									100		92	43	32		40	25	42	157980			bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Rune Sword	swor		9ls	lsd	9ls	0		4	1	0	xxx			3	14							1	-10	100		103	79	44		44	25	61	238340			lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	inv9lsu	inv9lsu	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Ancient Sword	swor		9wd	flc	9wd	0		4	1	0	xxx			6	14							1		100		127	88	44		49	25	79	335259			wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Espadon	swor		92h	clm	92h	0		4	1	0	xxx			3	9	1	1	7	16			2		100		73	61	44		37	25	28	103584			2hs	92h	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	3	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Dacian Falx	swor		9cm	clm	9cm	0		4	1	0	xxx			4	10	1	1	10	24			2	10	100		91	20	50		42	25	51	195112			clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Tusk Sword	swor		9gs	gsd	9gs	0		4	1	0	xxx			3	12	1	1	8	23			2		100		104	71	50		45	25	59	235465			gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Gothic Sword	swor		9b9	clm	9b9	0		4	1	0	xxx			5	13	1	1	16	24			1	10	100		113	20	40		48	25	78	324724			bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Zweihander	swor		9fb	clm	9fb	0		4	1	0	xxx			6	12	1	1	12	22			2	-10	100		125	94	50		49	25	94	394500			flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb	inv9fbu	inv9fbu	1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Executioner Sword	swor		9gd	gsd	9gd	0		4	1	0	xxx			8	13	1	1	19	32			2	10	100		170	110	50		54	25	133	604762			gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Poignard	knif		9dg	dgr	9dg	0		2	1	0	xxx			2	6								-20	75	75	25		16		31	19	6	32880			dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	1	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Rondel	knif		9di	dir	9di	0		2	1	0	xxx			3	9									75	75	25	58	20		36	24	24	88756			dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	1	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Cinquedeas	knif		9kr	dir	9kr	0		2	1	0	xxx			5	10								-20	75	75	25	88	24		42	25	50	190702			kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Stilleto	knif		9bl	dgr	9bl	0		3	1	0	xxx			6	12								-10	75	75	47	97	24		46	25	70	282732			bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld	inv9blu	inv9blu	1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Battle Dart	tkni		9tk	dgr	9tk	0		2	1	0	xxx			3	5					3	7			75	75	25	52	6		31	19	6	20480			tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	40	160	75	flptkn	invtkn					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Francisca	taxe		9ta	hax	9ta	0		2	1	0	xxx			4	7					5	9		10	75	75	25	80	15		34	22	20	22560		306	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	16	130	32	flptax	invtax					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0	
War Dart	tkni		9bk	dgr	9bk	0		2	1	0	xxx			2	8					4	8		-20	75	75	25	97	20		39	25	26	25900			bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	30	160	60	flpbkf	invbkf					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Hurlbat	taxe		9b8	hax	9b8	0		2	1	0	xxx			4	9					7	10		-10	75	75	25	106	16		41	25	40	27510		306	bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	16	130	24	flpbal	invbal					0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
War Javelin	jave		9ja	jav	9ja	0		4	1	0	xxx			2	6					4	9	2	-10	75	75	25	25	10		30	18	2	21100			jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	30	60	60	flpjav	invjav					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Great Pilum	jave		9pi	pil	9pi	0		4	1	0	xxx			4	9					5	12	2		75	75	25	88	12		37	25	20	25625			pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	25	50	50	flppil	invpil					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Simbilan	jave		9s9	jav	9s9	0		4	1	0	xxx			3	11					8	14	2	10	75	75	80	80	14		40	25	28	27900			ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	20	40	40	flpssp	invssp					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Spiculum	jave		9gl	glv	9gl	0		4	1	0	xxx			4	13					9	17	2	20	75	75	98	73	16		46	25	40	32170			glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	8	20	20	flpglv	invglv					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Harpoon	jave		9ts	pil	9ts	0		4	1	0	xxx			4	12					5	15	2	-10	75	75	25	118	18		51	25	50	35650			tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	32	80	80	flptsp	invtsp					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
War Spear	spea		9sr	spr	9sr	0		4	1	0	xxx						1	4	15			3	-10	100		25	25	30		33	21	15	58600			spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	3	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Fuscina	spea		9tr	tri	9tr	0		4	1	0	xxx						1	8	15			3		100		77	25	35		36	24	29	105064			tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	4	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
War Fork	spea		9br	brn	9br	0		4	1	0	xxx						1	6	16			4	-20	100		80	95	28		41	25	47	178226			brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn	inv9bru	inv9bru	1	5	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Yari	spea		9st	tri	9st	0		4	1	0	xxx						1	12	24			4		100		101		28		44	25	67	258404			spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Lance	spea		9p9	pik	9p9	0		4	1	0	xxx						1	11	46			4	20	100		110	88	25		47	25	80	325343			pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Lochaber Axe	pole		9b7	hal	9b7	0		4	1	0	xxx						1	2	23			2	10	100		80		50		33	21	15	58798			bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Bill	pole		9vo	hal	9vo	0		4	1	0	xxx						1	6	21			2		100		95		50		37	25	27	99921			vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Battle Scythe	pole		9s8	scy	9s8	0		4	1	0	xxx						1	7	18			1	-10	100		82	82	65		40	25	36	136260			scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	inv9s8u	inv9s8u	1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Partizan	pole		9pa	hal	9pa	0		4	1	0	xxx						1	14	30			3	10	100		113	67	65		35	23	68	209105			pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Bec-de-Corbin	pole		9h9	pax	9h9	0		4	1	0	xxx						1	5	34			4		100		133	91	55		51	25	105	457318			hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Grim Scythe	pole		9wc	scy	9wc	0		3	1	0	xxx						1	12	28			4	-10	100		140	140	55		55	25	131	605520			wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	
Jo Staff	staf		8ss	bst	8ss	0		2	1	0	xxx						1	2	8			1	-10	100		25		20		30	18	10	41620	1	307	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	2	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Quarterstaff	staf		8ls	sst	8ls	0		2	1	0	xxx						1	3	10			1		100		25		30		35	23	21	79115	1	307	lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Cedar Staff	staf		8cs	cst	8cs	0		2	1	0	xxx						1	4	13			1	10	100		25		35		38	25	33	120224	1	307	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Gothic Staff	staf		8bs	sst	8bs	0		2	1	0	xxx						1	6	14			1		100		25		40		42	25	50	190198	1	307	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Rune Staff	staf		8ws	lst	8ws	0		2	1	0	xxx						1	10	23			1	20	100		25		50		47	25	78	319985	1	307	wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst	inv8wsu	inv8wsu	1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Edge Bow	bow		8sb	sbw	8sb	0		2	1	0	xxx						1	2	8				5		100	25	43	20	1	30	18	8	35500			sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Razor Bow	bow		8hb	sbw	8hb	0		2	1	0	xxx						1	3	9				-10		100	25	62	32	1	33	21	17	63550			hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Cedar Bow	bow		8lb	lbw	8lb	0		2	1	0	xxx						1	4	12						100	53	49	28	1	35	23	22	81950			lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw	inv8lbu	inv8lbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Double Bow	bow		8cb	lbw	8cb	0		2	1	0	xxx						1	4	10				-10		100	58	73	36	1	39	25	31	118759			cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Short Siege Bow	bow		8s8	sbb	8s8	0		2	1	0	xxx						1	5	12						100	65	80	40	1	43	25	43	171705			sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	inv8s8u	inv8s8u	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Long Siege Bow	bow		8l8	lbb	8l8	0		2	1	0	xxx						1	4	17				10		100	80	95	44	1	46	25	62	252510			lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Rune Bow	bow		8sw	sbb	8sw	0		2	1	0	xxx						1	6	14						100	73	103	48	1	49	25	98	409200			swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Gothic Bow	bow		8lw	lbb	8lw	0		2	1	0	xxx						1	4	20				10		100	95	118	55	1	52	25	138	601800			lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Arbalest	xbow		8lx	lxb	8lx	0		2	1	0	xxx						1	6	11				-10		100	52	61	30	1	34	22	34	111606			lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	inv8lxu	inv8lxu	1	3	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Siege Crossbow	xbow		8mx	lxb	8mx	0		2	1	0	xxx						1	8	17						100	80	70	40	1	40	25	92	315900			mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	inv8mxu	inv8mxu	1	4	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Balista	xbow		8hx	hxb	8hx	0		2	1	0	xxx						1	13	22				10		100	110	80	50	1	47	25	157	617636			hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Chu-Ko-Nu	xbow		8rx	hxb	8rx	0		2	1	0	xxx						1	6	13				-60		100	80	95	40	1	54	25	107	489418			rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
KhalimFlail	mace		qf1	fla	qf1	0				0	xxx			0	5								-10	100		41	35	30		0	0	18	0		307	fla			1hs	1hs	5	1hsl	2	3					flpfla	invqf1			1	3	0		0	item_sword	12	item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	0	0	
SuperKhalimFlail	mace		qf2	fla	qf2	0				0	xxx			0	5								-10	100				30		0	0	18	0		307	fla			1hs	1hs	5	1hsl	2	3					flpfla	invqf2			1	3	0		0	item_sword	12	item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	0	0	
Expansion																																																																																																																																																																						
Katar	h2h		ktr	ktr	ktr	100		2	1	0	xxx			1	3							1	-10	75	75	20	20	48		1	0	1	3072			ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	1	2		1	1	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	wrb	btl	1	0	
